ORDER_ID,DATE_ORDERED,ORDER_COST
86,2022-02-28,32.73
87,2022-02-28,37.1
88,2022-02-28,39.52
89,2022-02-28,32.94
90,2022-02-28,13.78
91,2022-02-28,4.49
92,2022-02-28,35.03
93,2022-02-28,8.88
94,2022-02-28,14.77
95,2022-02-28,28.66
96,2022-02-28,3.99
97,2022-02-28,37.65
98,2022-02-28,16.56
99,2022-02-28,29.02
100,2022-02-28,32.54
101,2022-02-28,9.26
102,2022-02-28,34.82
103,2022-02-28,5.49
104,2022-02-28,17.35
105,2022-02-28,37.22
106,2022-02-28,12.66
107,2022-02-28,15.16
108,2022-02-28,33.24
109,2022-02-28,8.47
110,2022-02-28,14.76
111,2022-02-28,32.72
112,2022-02-28,34.04
113,2022-02-28,5.49
114,2022-02-28,14.27
115,2022-02-28,26.45
116,2022-02-28,42.57
117,2022-02-28,8.98
118,2022-02-28,27.11
119,2022-02-28,12.71
120,2022-02-28,12.32
121,2022-02-28,21.75
122,2022-02-28,35.62
123,2022-02-28,29.66
124,2022-02-28,14.16
125,2022-02-28,3.65
126,2022-02-28,15.47
127,2022-02-28,27.45
128,2022-02-28,8.48
129,2022-02-28,15.57
130,2022-02-28,11.28
131,2022-02-28,44.72
132,2022-02-28,8.79
133,2022-02-28,22.36
134,2022-02-28,1.99
135,2022-02-28,53.26
136,2022-02-28,30.34
137,2022-02-28,33.56
138,2022-02-28,13.48
139,2022-02-28,6.87
140,2022-02-28,27.23
141,2022-02-28,4.49
142,2022-02-28,11.44
143,2022-02-28,12.48
144,2022-02-28,23.07
145,2022-02-28,46.47
146,2022-02-28,9.61
147,2022-02-28,1.59
148,2022-02-28,9.47
149,2022-02-28,22.74
150,2022-02-28,25.25
151,2022-02-28,12.77
152,2022-02-28,34.83
153,2022-02-28,36.36
154,2022-02-28,15.78
155,2022-02-28,30.5
156,2022-02-28,26.84
157,2022-02-28,47.4
158,2022-02-28,8.99
159,2022-02-28,23.53
160,2022-02-28,37.07
161,2022-02-28,13.08
162,2022-02-28,29.13
163,2022-02-28,3.89
164,2022-02-28,11.27
165,2022-02-28,21.43
166,2022-02-28,25.03
167,2022-02-28,9.98
168,2022-02-28,30.98
169,2022-02-28,20.95
170,2022-02-28,10.08
171,2022-02-28,4.29
172,2022-02-28,25.19
173,2022-02-28,25.36
174,2022-02-28,8.43
175,2022-02-28,37.84
176,2022-02-28,28.62
177,2022-02-28,40.61
178,2022-02-28,23.76
179,2022-02-28,13.23
180,2022-02-28,27.65
181,2022-02-28,4.49
182,2022-02-28,12.17
183,2022-02-28,1.9
184,2022-02-28,42.62
185,2022-02-28,14.47
186,2022-02-28,15.77
187,2022-02-28,1.1
188,2022-02-28,3.99
189,2022-02-28,40.43
190,2022-02-28,35.95
191,2022-02-28,19.57
192,2022-02-28,38.31
193,2022-02-28,7.29
194,2022-02-28,23.17
195,2022-02-28,32.95
196,2022-02-28,18.95
197,2022-02-28,31.73
198,2022-02-28,27.04
199,2022-02-28,25.95
200,2022-02-28,22.65
201,2022-02-28,30.74
202,2022-02-28,28.85
203,2022-02-28,11.57
204,2022-02-28,3.49
205,2022-02-28,6.79
206,2022-02-28,25.15
207,2022-02-28,37.19
208,2022-02-28,10.78
209,2022-02-28,17.48
210,2022-02-28,11.38
211,2022-02-28,48.91
212,2022-02-28,10.58
213,2022-02-28,39.04
214,2022-02-28,10.47
215,2022-02-28,23.6
216,2022-02-28,28.93
217,2022-02-28,9.28
218,2022-02-28,15.98
219,2022-02-28,10.98
220,2022-02-28,29.36
221,2022-02-28,1.59
222,2022-02-28,19.81
223,2022-02-28,25.26
224,2022-02-28,14.77
225,2022-02-28,30.45
226,2022-02-28,13.37
227,2022-02-28,12.78
228,2022-02-28,43.22
229,2022-02-28,16.94
230,2022-02-28,1.59
231,2022-02-28,37.13
232,2022-02-28,14.82
233,2022-02-28,12.64
234,2022-02-28,52.41
235,2022-02-28,6.29
236,2022-02-28,7.08
237,2022-02-28,11.28
238,2022-02-28,40.21
239,2022-02-28,21.56
240,2022-02-28,36.61
241,2022-02-28,9.18
242,2022-02-28,46.22
243,2022-02-28,7.29
244,2022-02-28,47.61
245,2022-02-28,50.41
246,2022-02-28,25.45
247,2022-02-28,1.59
248,2022-02-28,22.95
249,2022-02-28,10.78
250,2022-02-28,38.42
251,2022-02-28,2.45
252,2022-02-28,6.98
253,2022-02-28,40.28
254,2022-02-28,14.17
255,2022-02-28,37.4
256,2022-02-28,20.22
257,2022-02-28,16.25
258,2022-02-28,6.29
259,2022-02-28,36.1
260,2022-02-28,20.37
261,2022-02-28,21.46
262,2022-02-28,3.09
263,2022-02-28,3.18
264,2022-02-28,11.96
265,2022-02-28,34.21
266,2022-02-28,12.89
267,2022-02-28,40.03
268,2022-02-28,10.44
269,2022-02-28,30.79
270,2022-02-28,42.57
271,2022-02-28,27.46
272,2022-02-28,6.79
273,2022-02-28,21.16
274,2022-02-28,31.43
275,2022-02-28,1.59
276,2022-02-28,24.12
277,2022-02-28,13.88
278,2022-02-28,8.97
279,2022-02-28,24.61
280,2022-02-28,41.53
281,2022-02-28,29.33
282,2022-02-28,27.5
283,2022-02-28,7.67
284,2022-02-28,12.27
285,2022-02-28,9.68
286,2022-02-28,36.23
287,2022-02-28,11.92
288,2022-02-28,3.58
289,2022-02-28,28.2
290,2022-02-28,7.29
291,2022-02-28,34.29
292,2022-02-28,46.42
293,2022-02-28,6.99
294,2022-02-28,34.83
295,2022-02-28,16.48
296,2022-02-28,27.9
297,2022-02-28,38.14
298,2022-02-28,28.24
299,2022-02-28,5.49
300,2022-02-28,18.76
301,2022-02-28,6.34
302,2022-02-28,16.67
303,2022-02-28,35.31
304,2022-02-28,7.98
305,2022-02-28,4.49
306,2022-02-28,29.46
307,2022-02-28,13.67
308,2022-02-28,24.16
309,2022-02-28,0.69
310,2022-02-28,34.14
311,2022-02-28,24.25
312,2022-02-28,27.96
313,2022-02-28,22.37
314,2022-02-28,2.39
315,2022-02-28,13.96
316,2022-02-28,35.08
317,2022-02-28,10.26
318,2022-02-28,11.46
319,2022-02-28,27.33
320,2022-02-28,10.98
321,2022-02-28,11.34
322,2022-02-28,9.44
323,2022-02-28,5.24
324,2022-02-28,46.21
325,2022-02-28,15.78
326,2022-02-28,30.06
327,2022-02-28,9.67
328,2022-02-28,5.79
329,2022-02-28,7.29
330,2022-02-28,22.63
331,2022-02-28,28.7
332,2022-02-28,42.86
333,2022-02-28,17.2
334,2022-02-28,25.49
335,2022-02-28,41.58
336,2022-02-28,2.45
337,2022-02-28,27.75
338,2022-02-28,0.69
339,2022-02-28,27.95
340,2022-02-28,27.69
341,2022-02-28,11.67
342,2022-02-28,14.12
343,2022-02-28,6.99
344,2022-02-28,6.99
345,2022-02-28,55.46
346,2022-02-28,24.95
347,2022-02-28,3.65
348,2022-02-28,25.66
349,2022-02-28,2.68
350,2022-02-28,16.17
351,2022-02-28,18.01
352,2022-02-28,15.57
353,2022-02-28,24.97
354,2022-02-28,42.91
355,2022-02-28,27.96
356,2022-02-28,19.93
357,2022-02-28,14.58
358,2022-02-28,3.99
359,2022-02-28,22.13
360,2022-02-28,21.17
361,2022-02-28,13.31
362,2022-02-28,30.33
363,2022-02-28,34.64
364,2022-02-28,18.27
365,2022-02-28,37.62
366,2022-02-28,25.08
367,2022-02-28,22.05
368,2022-02-28,0.69
369,2022-02-28,3.98
370,2022-02-28,15.51
371,2022-02-28,28.24
372,2022-02-28,36.32
373,2022-02-28,30.71
374,2022-02-28,24.05
375,2022-02-28,15.71
376,2022-02-28,0.0
377,2022-02-28,30.23
378,2022-02-28,27.49
379,2022-02-28,16.06
380,2022-02-28,9.57
381,2022-02-28,1.9
382,2022-02-28,35.08
383,2022-02-28,21.62
384,2022-02-28,29.68
385,2022-02-28,1.59
386,2022-02-28,35.92
387,2022-02-28,34.0
388,2022-02-28,15.87
389,2022-02-28,4.59
390,2022-02-28,34.22
391,2022-02-28,38.39
392,2022-02-28,8.69
393,2022-02-28,2.69
394,2022-02-28,56.57
395,2022-02-28,15.37
396,2022-02-28,3.18
397,2022-02-28,19.89
398,2022-02-28,50.7
399,2022-02-28,5.79
400,2022-02-28,28.46
401,2022-02-28,36.34
402,2022-02-28,24.16
403,2022-02-28,13.71
404,2022-02-28,27.69
405,2022-02-28,9.07
406,2022-02-28,26.25
407,2022-02-28,3.55
408,2022-02-28,18.66
409,2022-02-28,1.1
410,2022-02-28,46.76
411,2022-02-28,12.62
412,2022-02-28,3.98
413,2022-02-28,34.39
414,2022-02-28,30.33
415,2022-02-28,11.97
416,2022-02-28,15.87
417,2022-02-28,14.48
418,2022-02-28,4.18
419,2022-02-28,26.41
420,2022-02-28,19.87
421,2022-02-28,27.96
422,2022-02-28,20.46
423,2022-02-28,2.69
424,2022-02-28,20.37
425,2022-02-28,12.58
426,2022-02-28,18.77
427,2022-02-28,1.1
428,2022-02-28,33.52
429,2022-02-28,28.56
430,2022-02-28,18.26
431,2022-02-28,35.31
432,2022-02-28,27.24
433,2022-02-28,15.48
434,2022-02-28,36.2
435,2022-02-28,19.82
436,2022-02-28,9.88
437,2022-02-28,6.77
438,2022-02-28,23.74
439,2022-02-28,41.33
440,2022-02-28,27.25
441,2022-02-28,6.94
442,2022-02-28,11.03
443,2022-02-28,18.85
444,2022-02-28,10.78
445,2022-02-28,37.28
446,2022-02-28,33.04
447,2022-02-28,25.67
448,2022-02-28,39.41
449,2022-02-28,32.79
450,2022-02-28,13.97
451,2022-02-28,33.21
452,2022-02-28,15.58
453,2022-02-28,33.72
454,2022-02-28,4.49
455,2022-02-28,2.68
456,2022-02-28,22.24
457,2022-02-28,49.16
458,2022-02-28,36.29
459,2022-02-28,17.16
460,2022-02-28,16.57
461,2022-02-28,1.59
462,2022-02-28,32.49
463,2022-02-28,25.95
464,2022-02-28,10.48
465,2022-02-28,51.32
466,2022-02-28,16.08
467,2022-02-28,33.72
468,2022-02-28,33.18
469,2022-02-28,25.6
470,2022-02-28,6.79
471,2022-02-28,25.72
472,2022-02-28,44.92
473,2022-02-28,1.99
474,2022-02-28,17.06
475,2022-02-28,39.07
476,2022-02-28,4.28
477,2022-02-28,3.65
478,2022-02-28,38.91
479,2022-02-28,41.79
480,2022-02-28,33.28
481,2022-02-28,20.27
482,2022-02-28,7.48
483,2022-02-28,3.18
484,2022-02-28,3.18
485,2022-02-28,31.39
486,2022-02-28,35.7
487,2022-02-28,24.82
488,2022-02-28,26.85
489,2022-02-28,25.9
490,2022-02-28,43.68
491,2022-02-28,55.42
492,2022-02-28,9.68
493,2022-02-28,36.11
494,2022-02-28,23.44
495,2022-02-28,17.87
496,2022-02-28,13.76
497,2022-02-28,23.0
498,2022-02-28,40.38
499,2022-02-28,16.84
500,2022-02-28,6.79
501,2022-02-28,23.18
502,2022-02-28,3.18
503,2022-02-28,1.59
504,2022-02-28,19.88
505,2022-02-28,34.48
506,2022-02-28,37.54
507,2022-02-28,29.33
508,2022-02-28,15.44
509,2022-02-28,38.02
510,2022-02-28,8.79
511,2022-02-28,20.12
512,2022-02-28,18.25
513,2022-02-28,31.1
514,2022-02-28,7.29
515,2022-02-28,22.15
516,2022-02-28,6.88
517,2022-02-28,41.37
518,2022-02-28,20.64
519,2022-02-28,9.13
520,2022-02-28,16.28
521,2022-02-28,34.83
522,2022-02-28,40.33
523,2022-02-28,10.78
524,2022-02-28,16.32
525,2022-02-28,26.31
526,2022-02-28,8.79
527,2022-02-28,47.31
528,2022-02-28,24.51
529,2022-02-28,1.1
530,2022-02-28,15.17
531,2022-02-28,7.38
532,2022-02-28,41.22
533,2022-02-28,1.59
534,2022-02-28,46.44
535,2022-02-28,11.24
536,2022-02-28,11.57
537,2022-02-28,25.92
538,2022-02-28,11.67
539,2022-02-28,12.28
540,2022-02-28,40.38
541,2022-02-28,17.87
542,2022-02-28,29.65
543,2022-02-28,31.45
544,2022-02-28,19.77
545,2022-02-28,25.89
546,2022-02-28,28.8
547,2022-02-28,16.27
548,2022-02-28,4.04
549,2022-02-28,11.76
550,2022-02-28,27.44
551,2022-02-28,28.61
552,2022-02-28,23.0
553,2022-02-28,28.11
554,2022-02-28,27.73
555,2022-02-28,5.49
556,2022-02-28,34.84
557,2022-02-28,24.5
558,2022-02-28,28.65
559,2022-02-28,11.28
560,2022-02-28,37.18
561,2022-02-28,18.97
562,2022-02-28,7.67
563,2022-02-28,14.62
564,2022-02-28,46.01
565,2022-02-28,30.76
566,2022-02-28,0.0
567,2022-02-28,52.82
568,2022-02-28,29.64
569,2022-02-28,5.88
570,2022-02-28,36.7
571,2022-02-28,33.34
572,2022-02-28,25.46
573,2022-02-28,45.52
574,2022-02-28,5.24
575,2022-02-28,57.4
576,2022-02-28,5.49
577,2022-02-28,18.51
578,2022-02-28,8.99
579,2022-02-28,29.55
580,2022-02-28,3.98
581,2022-02-28,24.42
582,2022-02-28,24.55
583,2022-02-28,3.99
584,2022-02-28,8.58
585,2022-02-28,19.05
586,2022-02-28,50.43
587,2022-02-28,35.11
588,2022-02-28,15.28
589,2022-02-28,22.11
590,2022-02-28,6.48
591,2022-02-28,3.98
592,2022-02-28,34.49
593,2022-02-28,1.1
594,2022-02-28,6.48
595,2022-02-28,34.64
596,2022-02-28,17.35
597,2022-02-28,37.03
598,2022-02-28,29.11
599,2022-02-28,25.2
600,2022-02-28,14.96
601,2022-03-01,5.58
602,2022-03-01,20.76
603,2022-03-01,10.06
604,2022-03-01,6.79
605,2022-03-01,3.99
606,2022-03-01,15.08
607,2022-03-01,38.53
608,2022-03-01,1.9
609,2022-03-01,16.56
610,2022-03-01,23.43
611,2022-03-01,23.28
612,2022-03-01,48.88
613,2022-03-01,19.43
614,2022-03-01,30.34
615,2022-03-01,36.47
616,2022-03-01,13.52
617,2022-03-01,13.93
618,2022-03-01,17.97
619,2022-03-01,27.17
620,2022-03-01,37.72
621,2022-03-01,40.53
622,2022-03-01,14.58
623,2022-03-01,37.92
624,2022-03-01,35.35
625,2022-03-01,10.28
626,2022-03-01,22.1
627,2022-03-01,9.68
628,2022-03-01,48.32
629,2022-03-01,8.99
630,2022-03-01,13.18
631,2022-03-01,39.37
632,2022-03-01,11.27
633,2022-03-01,50.63
634,2022-03-01,41.57
635,2022-03-01,2.2
636,2022-03-01,46.32
637,2022-03-01,9.97
638,2022-03-01,12.47
639,2022-03-01,18.86
640,2022-03-01,28.65
641,2022-03-01,34.19
642,2022-03-01,5.57
643,2022-03-01,47.92
644,2022-03-01,26.45
645,2022-03-01,29.6
646,2022-03-01,2.45
647,2022-03-01,35.8
648,2022-03-01,28.3
649,2022-03-01,31.24
650,2022-03-01,34.74
651,2022-03-01,42.37
652,2022-03-01,16.27
653,2022-03-01,20.73
654,2022-03-01,16.43
655,2022-03-01,5.57
656,2022-03-01,25.05
657,2022-03-01,15.82
658,2022-03-01,30.73
659,2022-03-01,3.18
660,2022-03-01,18.05
661,2022-03-01,13.47
662,2022-03-01,40.62
663,2022-03-01,27.66
664,2022-03-01,18.57
665,2022-03-01,21.54
666,2022-03-01,11.36
667,2022-03-01,42.43
668,2022-03-01,8.08
669,2022-03-01,21.91
670,2022-03-01,18.3
671,2022-03-01,17.46
672,2022-03-01,22.64
673,2022-03-01,29.64
674,2022-03-01,29.48
675,2022-03-01,13.6
676,2022-03-01,32.12
677,2022-03-01,30.81
678,2022-03-01,50.91
679,2022-03-01,39.07
680,2022-03-01,14.34
681,2022-03-01,1.59
682,2022-03-01,15.72
683,2022-03-01,14.08
684,2022-03-01,17.76
685,2022-03-01,38.01
686,2022-03-01,22.26
687,2022-03-01,45.02
688,2022-03-01,45.12
689,2022-03-01,17.26
690,2022-03-01,20.75
691,2022-03-01,14.37
692,2022-03-01,3.49
693,2022-03-01,2.39
694,2022-03-01,27.04
695,2022-03-01,29.26
696,2022-03-01,35.68
697,2022-03-01,34.46
698,2022-03-01,7.98
699,2022-03-01,7.48
700,2022-03-01,35.43
701,2022-03-01,12.93
702,2022-03-01,32.02
703,2022-03-01,7.84
704,2022-03-01,5.79
705,2022-03-01,35.64
706,2022-03-01,43.33
707,2022-03-01,10.56
708,2022-03-01,3.18
709,2022-03-01,13.76
710,2022-03-01,28.59
711,2022-03-01,12.06
712,2022-03-01,1.1
713,2022-03-01,36.74
714,2022-03-01,62.7
715,2022-03-01,0.0
716,2022-03-01,23.04
717,2022-03-01,38.03
718,2022-03-01,46.33
719,2022-03-01,28.76
720,2022-03-01,28.93
721,2022-03-01,1.59
722,2022-03-01,13.97
723,2022-03-01,15.17
724,2022-03-01,24.29
725,2022-03-01,21.76
726,2022-03-01,13.92
727,2022-03-01,19.85
728,2022-03-01,14.37
729,2022-03-01,38.61
730,2022-03-01,3.49
731,2022-03-01,22.74
732,2022-03-01,45.87
733,2022-03-01,1.59
734,2022-03-01,14.36
735,2022-03-01,8.83
736,2022-03-01,22.7
737,2022-03-01,23.71
738,2022-03-01,3.98
739,2022-03-01,8.84
740,2022-03-01,4.73
741,2022-03-01,11.37
742,2022-03-01,15.98
743,2022-03-01,25.06
744,2022-03-01,15.37
745,2022-03-01,25.94
746,2022-03-01,8.03
747,2022-03-01,7.08
748,2022-03-01,31.93
749,2022-03-01,46.82
750,2022-03-01,19.62
751,2022-03-01,1.59
752,2022-03-01,10.78
753,2022-03-01,37.98
754,2022-03-01,40.42
755,2022-03-01,36.47
756,2022-03-01,30.74
757,2022-03-01,30.84
758,2022-03-01,8.09
759,2022-03-01,34.83
760,2022-03-01,7.98
761,2022-03-01,22.55
762,2022-03-01,21.35
763,2022-03-01,25.19
764,2022-03-01,46.29
765,2022-03-01,3.65
766,2022-03-01,12.78
767,2022-03-01,25.46
768,2022-03-01,12.43
769,2022-03-01,20.35
770,2022-03-01,22.7
771,2022-03-01,52.31
772,2022-03-01,40.18
773,2022-03-01,15.76
774,2022-03-01,19.31
775,2022-03-01,5.79
776,2022-03-01,40.23
777,2022-03-01,38.82
778,2022-03-01,31.04
779,2022-03-01,52.91
780,2022-03-01,36.99
781,2022-03-01,34.5
782,2022-03-01,10.08
783,2022-03-01,7.88
784,2022-03-01,22.14
785,2022-03-01,42.92
786,2022-03-01,50.92
787,2022-03-01,28.26
788,2022-03-01,27.85
789,2022-03-01,22.86
790,2022-03-01,25.41
791,2022-03-01,25.63
792,2022-03-01,11.24
793,2022-03-01,18.98
794,2022-03-01,1.38
795,2022-03-01,22.72
796,2022-03-01,29.13
797,2022-03-01,20.86
798,2022-03-01,27.84
799,2022-03-01,15.27
800,2022-03-01,21.41
801,2022-03-02,36.31
802,2022-03-02,37.33
803,2022-03-02,9.43
804,2022-03-02,12.23
805,2022-03-02,35.33
806,2022-03-02,39.13
807,2022-03-02,26.6
808,2022-03-02,18.53
809,2022-03-02,26.71
810,2022-03-02,10.07
811,2022-03-02,8.58
812,2022-03-02,6.99
813,2022-03-02,11.2
814,2022-03-02,1.59
815,2022-03-02,6.99
816,2022-03-02,8.99
817,2022-03-02,26.76
818,2022-03-02,10.77
819,2022-03-02,4.04
820,2022-03-02,50.77
821,2022-03-02,19.07
822,2022-03-02,4.49
823,2022-03-02,34.24
824,2022-03-02,49.81
825,2022-03-02,1.59
826,2022-03-02,24.01
827,2022-03-02,34.02
828,2022-03-02,9.28
829,2022-03-02,23.95
830,2022-03-02,34.98
831,2022-03-02,10.28
832,2022-03-02,13.3
833,2022-03-02,36.64
834,2022-03-02,21.83
835,2022-03-02,20.7
836,2022-03-02,39.52
837,2022-03-02,18.01
838,2022-03-02,60.8
839,2022-03-02,13.03
840,2022-03-02,21.85
841,2022-03-02,11.27
842,2022-03-02,53.1
843,2022-03-02,20.36
844,2022-03-02,8.79
845,2022-03-02,19.3
846,2022-03-02,18.66
847,2022-03-02,29.15
848,2022-03-02,19.27
849,2022-03-02,6.63
850,2022-03-02,25.43
851,2022-03-02,14.58
852,2022-03-02,13.78
853,2022-03-02,1.59
854,2022-03-02,26.72
855,2022-03-02,9.47
856,2022-03-02,19.57
857,2022-03-02,35.01
858,2022-03-02,6.99
859,2022-03-02,53.71
860,2022-03-02,37.53
861,2022-03-02,25.35
862,2022-03-02,4.49
863,2022-03-02,24.93
864,2022-03-02,30.43
865,2022-03-02,13.96
866,2022-03-02,3.49
867,2022-03-02,20.42
868,2022-03-02,12.78
869,2022-03-02,5.79
870,2022-03-02,27.89
871,2022-03-02,30.25
872,2022-03-02,39.56
873,2022-03-02,19.86
874,2022-03-02,46.41
875,2022-03-02,32.67
876,2022-03-02,26.22
877,2022-03-02,28.44
878,2022-03-02,5.39
879,2022-03-02,9.58
880,2022-03-02,5.38
881,2022-03-02,24.12
882,2022-03-02,36.54
883,2022-03-02,31.44
884,2022-03-02,4.49
885,2022-03-02,15.97
886,2022-03-02,16.23
887,2022-03-02,1.59
888,2022-03-02,12.34
889,2022-03-02,16.76
890,2022-03-02,20.22
891,2022-03-02,25.2
892,2022-03-02,48.41
893,2022-03-02,14.5
894,2022-03-02,5.24
895,2022-03-02,21.07
896,2022-03-02,30.83
897,2022-03-02,8.88
898,2022-03-02,1.59
899,2022-03-02,6.99
900,2022-03-02,2.59
901,2022-03-02,18.26
902,2022-03-02,14.92
903,2022-03-02,15.48
904,2022-03-02,6.79
905,2022-03-02,10.46
906,2022-03-02,21.27
907,2022-03-02,22.53
908,2022-03-02,15.13
909,2022-03-02,5.49
910,2022-03-02,3.49
911,2022-03-02,10.73
912,2022-03-02,6.44
913,2022-03-02,6.39
914,2022-03-02,15.28
915,2022-03-02,11.24
916,2022-03-02,23.74
917,2022-03-02,26.55
918,2022-03-02,8.88
919,2022-03-02,42.8
920,2022-03-02,15.95
921,2022-03-02,4.49
922,2022-03-02,6.59
923,2022-03-02,10.26
924,2022-03-02,7.68
925,2022-03-02,7.48
926,2022-03-02,22.64
927,2022-03-02,9.78
928,2022-03-02,23.56
929,2022-03-02,41.14
930,2022-03-02,12.76
931,2022-03-02,3.99
932,2022-03-02,28.46
933,2022-03-02,3.49
934,2022-03-02,14.43
935,2022-03-02,7.64
936,2022-03-02,1.59
937,2022-03-02,30.29
938,2022-03-02,19.05
939,2022-03-02,2.45
940,2022-03-02,6.08
941,2022-03-02,33.15
942,2022-03-02,15.78
943,2022-03-02,3.65
944,2022-03-02,36.38
945,2022-03-02,37.04
946,2022-03-02,33.03
947,2022-03-02,16.36
948,2022-03-02,23.45
949,2022-03-02,46.63
950,2022-03-02,45.54
951,2022-03-02,8.79
952,2022-03-02,9.97
953,2022-03-02,27.53
954,2022-03-02,31.23
955,2022-03-02,11.06
956,2022-03-02,29.06
957,2022-03-02,23.05
958,2022-03-02,21.11
959,2022-03-02,34.29
960,2022-03-02,14.48
961,2022-03-02,9.24
962,2022-03-02,17.24
963,2022-03-02,36.03
964,2022-03-02,23.86
965,2022-03-02,29.56
966,2022-03-02,40.0
967,2022-03-02,8.99
968,2022-03-02,12.88
969,2022-03-02,14.87
970,2022-03-02,11.48
971,2022-03-02,34.34
972,2022-03-02,8.57
973,2022-03-02,41.42
974,2022-03-02,1.59
975,2022-03-02,26.23
976,2022-03-02,37.29
977,2022-03-02,3.49
978,2022-03-02,14.37
979,2022-03-02,19.73
980,2022-03-02,7.29
981,2022-03-02,4.04
982,2022-03-02,19.77
983,2022-03-02,40.88
984,2022-03-02,11.46
985,2022-03-02,4.04
986,2022-03-02,22.55
987,2022-03-02,37.2
988,2022-03-02,32.83
989,2022-03-02,17.76
990,2022-03-02,30.85
991,2022-03-02,9.38
992,2022-03-02,33.63
993,2022-03-02,30.64
994,2022-03-02,26.96
995,2022-03-02,18.02
996,2022-03-02,30.34
997,2022-03-02,27.65
998,2022-03-02,42.77
999,2022-03-02,44.4
1000,2022-03-02,15.47
1001,2022-03-03,30.24
1002,2022-03-03,10.97
1003,2022-03-03,39.68
1004,2022-03-03,3.99
1005,2022-03-03,25.06
1006,2022-03-03,6.67
1007,2022-03-03,16.26
1008,2022-03-03,19.23
1009,2022-03-03,6.83
1010,2022-03-03,1.59
1011,2022-03-03,48.51
1012,2022-03-03,37.31
1013,2022-03-03,18.62
1014,2022-03-03,3.18
1015,2022-03-03,15.27
1016,2022-03-03,50.16
1017,2022-03-03,14.76
1018,2022-03-03,11.48
1019,2022-03-03,27.8
1020,2022-03-03,12.87
1021,2022-03-03,41.02
1022,2022-03-03,31.01
1023,2022-03-03,10.77
1024,2022-03-03,24.52
1025,2022-03-03,9.98
1026,2022-03-03,45.81
1027,2022-03-03,32.22
1028,2022-03-03,1.59
1029,2022-03-03,15.78
1030,2022-03-03,1.1
1031,2022-03-03,45.9
1032,2022-03-03,33.27
1033,2022-03-03,44.6
1034,2022-03-03,21.05
1035,2022-03-03,16.63
1036,2022-03-03,16.06
1037,2022-03-03,1.99
1038,2022-03-03,23.3
1039,2022-03-03,30.5
1040,2022-03-03,24.2
1041,2022-03-03,29.59
1042,2022-03-03,19.96
1043,2022-03-03,16.08
1044,2022-03-03,41.17
1045,2022-03-03,1.59
1046,2022-03-03,10.33
1047,2022-03-03,13.23
1048,2022-03-03,3.18
1049,2022-03-03,5.64
1050,2022-03-03,5.79
1051,2022-03-03,39.0
1052,2022-03-03,13.56
1053,2022-03-03,22.06
1054,2022-03-03,42.08
1055,2022-03-03,15.57
1056,2022-03-03,33.98
1057,2022-03-03,34.18
1058,2022-03-03,32.78
1059,2022-03-03,9.08
1060,2022-03-03,32.42
1061,2022-03-03,8.58
1062,2022-03-03,40.72
1063,2022-03-03,37.84
1064,2022-03-03,1.59
1065,2022-03-03,11.87
1066,2022-03-03,1.79
1067,2022-03-03,7.07
